id,text,source,is_true
158,zbyt bliski kontakt z osobą zakażoną oznacza że  osoba zakażona należy do grupy najbliższych przyjaciół lub kolegów,www.gov.pl,TRUE
159,"Kryteria epidemiologiczne są spełnione gdy osoba, która w okresie 14 dni przed wystąpieniem objawów spełniała co najmniej jedno z następujących kryteriów: podróżowała lub przebywała w regionie, w którym stwierdzono występowania koronawirusa SARS-CoV-2; miała bliski kontakt z osobą, u której stwierdzono zakażenie SARS-CoV-2 (kontakt z przypadkiem potwierdzonym lub przypadkiem prawdopodobnym); pracowała lub przebywała jako odwiedzający w jednostce opieki zdrowotnej,  w której leczono pacjentów zakażonych koronawirusem SARS-CoV-2",www.gov.pl,TRUE
161,"Rozpylanie alkoholu lub chloru na ciele nie zabije wirusów, które już dostały się do organizmu ",https://zdrowie.radiozet.pl/,TRUE
162,"Obecnie nie ma dowodów na to, że zwierzęta domowe, takie jak psy lub koty, mogą zostać zarażone nowym koronawirusem.",https://zdrowie.radiozet.pl/,TRUE
163,Warto jednak myć ręce mydłem i wodą po kontakcie ze zwierzętami,https://zdrowie.radiozet.pl/,TRUE
164,"Szczepionki przeciw zapaleniu płuc, takie jak szczepionka przeciw pneumokokom i szczepionka przeciwko Haemophilus influenza typu B (Hib), nie zapewniają ochrony przed nowym koronawirusem",https://zdrowie.radiozet.pl/,TRUE
165,Nie istnieje konkretny lek zalecany do zapobiegania lub leczenia zakażenia nowym koronawirusem,https://zdrowie.radiozet.pl/,TRUE
166,"Grypa rozwija się po zakażeniu wirusem grypy, a COVID-19 to choroba, która może rozwinąć się po zakażeniu koronawirusem 2019-nCoV ",https://zdrowie.radiozet.pl/,TRUE
167,"CoVID-19 łatwo pomylić z grypą, bo we wczesnym stadium choroby objawy są niemal identyczne  i mogą mieć łagodny lub ciężki przebieg, prowadząc do poważnych powikłań, a nawet śmierci człowieka ",https://zdrowie.radiozet.pl/,TRUE
168,Grypę i CoVID-10 wywolują zupełnie inne wirusy,https://zdrowie.radiozet.pl/,TRUE
169,"Istnieje szczepionka przeciw grypie, którą można szczepić się co roku. Na koronawirusa nie ma jeszcze szczepionki, z której mogliby korzystać pacjenci, choć badania nad takim preparatem trwają ",https://zdrowie.radiozet.pl/,TRUE
170,"Zarówno grypę, jak i COVID-19 wywołują wirusy",https://zdrowie.radiozet.pl/,TRUE
171,"COVID-19 i grypa mają podobne objawy, dlatego choroby te na początku łatwo ze sobą pomylić. W obu przypadkach częstymi objawami są: kaszel, gorączka, osłabieni",https://zdrowie.radiozet.pl/,TRUE
172,"Wirusy grypy oraz koronawirus 2019-nCoV mają te same drogi transmisji. Przenoszą się poprzez bezpośredni kontakt z osobami zarażonymi, rozprzestrzeniają się drogą kropelkową oraz poprzez kontakt ze skażonymi przedmiotami",https://zdrowie.radiozet.pl/,TRUE
173,"Zakażenie wirusem grypy, jak i koronawirusem może wystąpić u ludzi w każdym wieku, ale na ciężkie zachorowania narażone są przede wszystkim osoby starsze i przewlekle chorzy oraz osoby z zaburzeniami odporności.",https://zdrowie.radiozet.pl/,TRUE
174,"Grypa to choroba zakaźna układu oddechowego wywołana zakażeniem wirusem grypy. Grypę mogą powodować 3 rodzaje wirusa (A, B i C) należącego do rodziny ortomyksowirusów. Wirus C powoduje zachorowanie o lżejszym przebiegu, natomiast wirusy A i B są przyczyną ciężkich zachorowań, które mogą osiągać rozmiary epidemii grypy.",https://zdrowie.radiozet.pl/,TRUE
175,"COVID-19 jest chorobą zakaźną wywoływaną przez wirus grypopodobny - koronawirus z Wuhan 2019-nCoV. Należy wiedzieć, że koronawirus to czynnik wywołujący chorobę, a COVID-19 to choroba, czyli zespół objawów spowodowanych przez ten czynnik.",https://zdrowie.radiozet.pl/,TRUE
176,Objawy COVID-19 przypominają grypę i obejmują: gorączkę; kaszel; duszność;ból mięśni;splątanie;ból głowy;ból gardła. Objawy zwykle pojawiają się między 2. a 14. dniem po zakażeniu koronawirusem,https://zdrowie.radiozet.pl/,TRUE
177,"Przebieg COVID-19, podobnie jak w przypadku grypy, jest zróżnicowany: od bezobjawowego, przez łagodną chorobę układu oddechowego, po ciężkie zapalenie płuc z zespołem ostrej niewydolności oddechowej lub niewydolnością wielonarządową",https://zdrowie.radiozet.pl/,TRUE
178,Koronawirus 2019-nCoV przenosi się przede wszystkim poprzez kontakt człowiek-człowiek,https://zdrowie.radiozet.pl/,TRUE
179,"Wirus może być transmitowany poprzez bezpośredni kontakt fizyczny z zakażoną osobą, bezpośredni kontakt z kroplami oddechowymi, gdy zarażona osoba kicha, kaszle lub wydycha, pośredni kontakt poprzez dotknięcie zanieczyszczonych powierzchni",https://zdrowie.radiozet.pl/,TRUE
180,Najlepszym sposobem uniknięcia zachorowania jest unikanie kontaktu z wirusem,https://zdrowie.radiozet.pl/,TRUE
181,"Nie ma również leku przeciwwirusowego, który byłby zalecany do leczenia zakażenia koronawirusem 2019-nCoV.",https://zdrowie.radiozet.pl/,TRUE
182,"używanie aromaterapii i olejków eterycznych, zapobiega i leczy COVID-19",news.sky.com,FALSE
183,"koronawirus nie jest odporny na ciepło - wystarczy wyjść na zewnątrz, aby się zdezynfekować",news.sky.com,FALSE
184,"COVID-19 nie zaraża dzieci, ponieważ nie widzieliśmy żadnych przypadków zachorowań dzieci",news.sky.com,FALSE
185,Mozna sie zarazic koronawirusem od kota lub psa,,FALSE
186,Wirus 2019-nCoV to wirus należący do nieznanej wczesniej rodziny wirusów dlatego jego rozprzestrzenianie jest takie szybkie,,FALSE
187,Koronawirusy występują u zwierząt ale zwierzęta nie chorują na choroby z tym zwiazane,,FALSE
188,"Wszystkie poznane dotąd koronawirusy powodujące zakażenia u ludzi są wirusami, które wywołują objawy ze strony układu oddechowego i innych ukladów układów szczególnie układu nerwowego",,FALSE
189,Koronawirus i COVID-19 to jedno i to samo,,FALSE
190,Pacjenci z potwierdzonym zakażeniem koronawirusem 2019-nCoV mieli przede wszystkim biegunke,,FALSE
191,Objawy zakazenia koronawirusem następują niemalże natychmiast po zakażeniu i jezeli po dwóch dniach nie występują to znaczy ze do zakażenia nie doszło,,FALSE
192,"Wszystkie osoby chore na COVID-19 nie wymagają leczenia, a choroba ustępuje sama.'",,FALSE
193,"Wszystkie osoby chore na COVID-19 wymagają leczenia, a choroba ma ciężki przebieg wymagający hospitalizacji.'",,FALSE
194,"Należy pamiętać, że  objawy COVID-19 są bardzo charakterystyczne i i od razu do rozpoznania. Jesli ich nie masz to znaczy ze jestes zdrowy",,FALSE
195,"kontakt bezpośredni z osobą chorą (np. przy udzielaniu pomocy medycznej, w pracy, przebywanie w tym samym pomieszczeniu, wspólne podróżowanie lub mieszkanie razem) nie zagraża zarażeniu",,FALSE
196,"podróżowanie do regionu, w którym wybuchła epidemia w ciągu 14 dni przed pojawieniem się objawów, praca w miejscu udzielania pomocy medycznej, gdzie przebywali i byli leczeni chorzy na koronawirus 2019-nCoV jest wskazane w celu nabrania odpornosci",,FALSE
197,"Śmiertelność wśród wszystkich chorych w Chinach wyniosła 2,3%,  jest to zdecydowanie poniżej smiertelnosci sezonowej grypy, która jest na poziomie 10%",,FALSE
198,"Natomiast śmiertelność we Włoszech wynosi około 7% i jest to normalny przebieg tego typu chorów w kraju, który jest na nią nieprzygotowany.",,FALSE
199,z powodu grypy w zależności od sezonu umiera 10–15% chorych.',,FALSE
200,"Koronawirusy są rodziną wirusów, które mogą występować u wielu gatunków ssaków (np. wielbłądów, kotów) i dlatego mozna sie zarazic korona wirusem od zwierząt",,FALSE
201,"Przenoszenie koronawirusa 2019-nCoV wiąże się z kontaktem ze zwierzętami, ponieważ wielu chorych na zapalenie płuc w Wuhan w Chinach zgłaszało, że mieli kontakty z targiem rybnym lub targiem ze zwierzętami.'",,FALSE
202,"Dotykanie przedmiotów jest bezpieczne - wirus nie może także zostać przeniesiony, kiedy człowiek dotknie powierzchni lub przedmiotu, na którym znajduje się wirus (czyli np. ślina osoby chorej)'",,FALSE
203,"Zakłada się, że jedna chora osoba zaraża tylko 3-4 kolejne i tak naprawde nie ma koniecznosci kwarantanny oraz innych ograniczeń'",,FALSE
204,"Zgodnie z najnowszymi badaniami amerykańskich ośrodków badawczych nie jest możliwe zarażenie się koronawirusem od osób, które są zakażone, ale u których nie pojawiły się jeszcze objawy.'",,FALSE
205,Prace nad szczepionką są zaawansowanie i niedlugo bedzie ona dostępna.',,FALSE
206,Najlepszym sposobem uniknięcia zachorowania ponownie jest uodpornienie sie na chorobe poprzez jej jak najszybsze odchorowanie.',,FALSE
207,"Tylko ze względu na skalę COVID-19, jest problemem w wybranych , bogatych krajach jak Niemcy, Wkl. Brytania czy Włochy",,FALSE
208,Podrozowanie do regionów ograrniętych epidemia pozwala na nabranie odporności.',,FALSE
209,"Jako ze we wczesnej fazie infekcja nie jest zaraźliwa, osoby z objawami COVID-19 mogą zgłosić sie do przychodni rejonowej następnego dnia.",,FALSE
210,Leczenia zakażenia SARS-CoV-2. odbywa sie tak samo jak w przypadku grypy sezonowej',,FALSE
211,Koronawirus nie może długo utrzymywać sie poza ogranizmem i w zasadzie od razu ginie,,FALSE
212,W komunikacji miejskiej nie trzeba zachowywać środków ostrożnosci.,,FALSE
213,Ze względu na zagrozenie zakażenia ludzi zwierzęta domowe muszą zostać oddane do schroniska,,FALSE
214,Światowa Organizacja Zdrowia (WHO) 11.03.20. ogłosiła pandemię ze wzgledu na sytuację w Chinach i we Włoszech.',,FALSE
215,Tylko osoby ubezpieczone bedą leczone. Bezrobotni oraz rolnicy ze względu na niskie zagrożenie zakażeniem nie będą mieli dostępu do świadczeń',,FALSE
216,Mycie rąk wodą z mydłem lub środkiem na bazie alkoholu jest wskazane ale niekonieczne bo wirusy nie mogę przetrwać na ludzkich rękach.',,FALSE
217,"Jeśli będziesz blisko osoby zakazonej , możesz zostać zakażonty tylko pod warunkiem ze ona kaszle i kicha'",,FALSE
218,"Twoje dłonie mają kontakt z różnymi powierzchniami, na których może znajdować się wirus ale są one naturalnym zabezpieczeniem przed infekcją'",,FALSE
219,"Jeżeli w ciągu ostatnich 14 dni byłeś w Chinach lub miałeś kontakt z osobą, która była w tym czasie w Chinach, a jednocześnie masz gorączkę powyżej 38° i kaszel lub duszność, to powinieneś zgłosić się  do najbliższej przychodni",,FALSE
220,Gdy osoba zarażona koronawirusem z objawiami COVID-19 mieszka w tym samym gospodarstwie domowym a inni domownicy nie mają objawów to znaczy ze są uodpornieni',,FALSE
221,Im dłuższy czas kontaktu z zarażonym tym ryzyko zakażenia spada ponieważ organizm od razu zaczyna sie uodparniać na chorobę..',,FALSE
222,Przesyłki z Chin są tak samo niebezpieczne i można zarazić sie chorobą w taki sam sposób jak podczas spotkania z osobą chorą na COVID-19,,FALSE
223,Firmy farmaceutyczne bedą produkować srodki przeciwwirusowe w postaci kremów na skórę i bedą one dostępne w Internecie w formie sprzedaży wysyłkowej',,FALSE
224,Przed zakażeniem chroni przede wszystkim nabyta odporność wskutek przejscia choroby',,FALSE
225,"Tylko w wyjątkowych i bardzo rzadkich przypadkach zakażenie ma ciężki przebieg i kończy sie hospitalizacją lub śmiercią',",,FALSE
226,Ze wzgledu na osiadanie koronawirusa na opakowaniach towary będą musiały być zatrzymywane na granicy i poddawane kwarantannie tak samo jak podróżujący,,FALSE
227,Banki i placówki finansowe będą racjonować ilość gotówki jaką bedzie można wypłacić.',,FALSE
228,"Wszyscy polscy obywatele znajdujący się teraz poza granicami – mogą wracać do Polski',",,FALSE
229,Jesli zaobserwowałeś u siebie  objawy korona wirusa to zadzwon po pogotowie ratunkowe.,,FALSE
230,"Jeśli byłeś przed wprowadzeniem obowiązkowej kwarantanny za granicą, w krajach, w których wiele osób choruje, ale nie zaobserwowałeś u siebie wyżej wymienionych objawów, to napewno nie jestes chory bo organizm zdążył sie uodpornić.",,FALSE
231,Jeżeli w ciągu 14 dni samoobserwacji zaobserwujesz  objawy choroby COVID-19 to następnego dnia udaj sie do najblizej przychodni albo do szpitalnej izby przyjęć,,FALSE
232,Od 15 marca po powrocie do Polski jesteś zobowiązany poddać się obowiązkowej 14-dniowej kwarantannie ale tylko na wyraźne rządanie Straży Granicznej.,,FALSE
233,Internet jest najlepszym źródłem informacji n/t koronawirusa i choroby COVID-19,,FALSE
234,Objawy koronawirusa u dziecka nie wystepują jako że dzieci nie chorują na COVID-19,,FALSE
235,Kiedy nie ma zajęć w szkole dzieci muszą bawić sie razem ponieważ wtedy nabierają odporności.,,FALSE
236,"Nie ma potrzeby dezynfekcji przedmiotów, które są dotykane przez wiele osób jak klamki, poręcze, przyciski w windzie ponieważ koronawirus nie może przetrwać poza ludzkim organizmem",,FALSE
237,"Badania sugerują, że koronawirusy (np. SARS, MERS) nie mogą utrzymywać się na powierzchniach przez kilka godzin lub nawet kilka (2-3) dni.Może się to różnić w różnych warunkach (np. rodzaj powierzchni, temperatura lub wilgotność otoczenia) ale tylko minimalnie",,FALSE
238,"Nie trzeba ochronić sie przed zakażeniem w kontaktach miedzyludzkich mozna bezpiecznie podawać rękę, całować na powitanie i  obejmować. Nie trzeba unikać dużych skupisk ludzkich i unikać bliskiego kontaktu z chorymi.",,FALSE
239,Najlepszym środkiem dezynfekującym jest wybielacz i benzyna,,FALSE
240,Alkohol może być środkiem do odkażania jamy ustnej  należy nim przepłukać gardło i wypluć,,FALSE
241,"Jeśli kaszlesz, kichasz, wycierasz nos, możesz używać chusteczke jednorazowych wielokrotnie.",,FALSE
242,"Maseczki ochronne przeznaczone są dla osób zdrowych, które chcą zabezpieczyć sie przed zakażeniem",,FALSE
243,"Włączniki światła, przyciski w windzie, klamki są za małe aby stanowić zagrożenie zakażenia.",,FALSE
244,"Guziki w autobusach, tramwajach i metrze, przyciski stop oraz zółte guziki na przejsciach są za małe aby stanowić zagrożenie zakażenia",,FALSE
245,"Nie liż znaczków na poczcie, nie zwilżaj palców, by przewrócić kartkę lub otworzyć plastikową torebkę.",,FALSE
246,"W domu często dotykane przedmioty i powierzchnie (np. stoły, blaty, włączniki światła, klamki i uchwyty szafek) nie wymagają dezynfekcji",,FALSE
247,Telefon komórkowy nie wymaga dezynfekcji.,,FALSE
248,Posługuj sie telefonem komórkowym tak jak zazwyczaj gdyż nie stanowi on żadnego zagrożenia,,FALSE
249,Ręcę są naturalną barierą dla koronawirusa,,FALSE
250,"Brudne ręce są przyczyną licznych chorób, a w niektórych regionach świata nawet śmierci nie dotyczy to jednak koronawirusa",,FALSE
251,Nie zostały opublikowane specjalne zasady mycia rąk w obecnej sytuacji,,FALSE
252,Mycie rąk  podrażnia naskórek i sprawia ze skóra traci swoje naturalne właściwości ochronne. ,,FALSE
253,"Do „chorób brudnych rąk” zalicza się także biegunki, zatrucia pokarmowe i wirusowe zapalenie wątroby typu A ale koronawirus do niech nie należy",,FALSE
254,Wprowadzone kryteria epidemiologiczne są podyktowane względami politycznymi.,,FALSE
255,Rozpylanie alkoholu lub chloru jest skutecznym choć nieprzyjemnych sposobem na odkarzenie pomieszczenia lub ciała.,,FALSE
256,"Jako, że epidemia zaczęła sie od spożycia zakażonego mięsa zwierzęcego to należy zwracać szczególną uwagę również na zwierzęta domowe, takie jak psy lub koty bo mogą zostać zarażone nowym koronawirusem.",,FALSE
257,"Jako że nowe leki, szczególnie zagraniczne,  nie są dostępne w aptekach, dowolny lek do zapobiegania lub leczenia zakażenia nowym koronawirusem można kupić przez Internet.",,FALSE
258,Grypa i COVID-19 to praktycznie identyczne choroby różnia sie nieistotnymi szczególami,,FALSE
259,CoVID-19 łatwo pomylić z grypą bo to praktycznie ta sama choroba,,FALSE
260,"Grypę i CoVID-19 wywolują wirusy , które są silnie ze sobą spokrewnione dlatego objawy i leczenie są podobne.",,FALSE
261,"Istnieje szczepionka przeciw grypie, którą można szczepić się co roku - gdybyśmy szczepili sie przeciwko grypie nie bylo problemów z koronawirusem",,FALSE
262,Chociaż wirusy grypy oraz koronawirus 2019-nCoV to podobne wirusyto wirus grypy jest bardziej zaraźliwy i niebezpieczny,,FALSE
263,Objawy COVID-19 przypominają grypę i należy się leczyć jak w przypadku grypy,,FALSE
264,"Przebieg COVID-19, podobnie jak w przypadku grypy łagodny i tylko w sporadycznych przypadkach, tak jak w grypie wymagana jest hospitalizacja",,FALSE
265,Najlepszym sposobem uniknięcia zachorowania jest szybkie odizolowanie się od zwierząt,,FALSE
